;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
3489;Ano: 2012 Banca: ESAF Órgão: MPOG Prova: ESAF - 2012 - MPOG - Analista Técnico de Políticas Sociais - Conhecimentos Básicos;"Em 9 de fevereiro de 2012, o Plenário do Supremo Tribunal Federal (STF) julgou procedente a Ação Direta de Inconstitucionalidade (ADI 4.424) ajuizada pela Procuradoria-Geral da República (PGR) quanto aos artigos 12, inciso I; 16; e 41 da Lei Maria da Penha (Lei n. 11.340/2006), concluindo que:";"Alternativas
A
se mantém a representação pessoal e intransferível na queixa bem como o ato de ouvir e lavrar o depoimento da agredida tornando-se, assim, o quadro da agressão recoberto de sustentação legal e de ofício exarar o ocorrido.
B
procede o processo de agressão à mulher ser aberto mesmo se a agredida não prestar queixa.
C
procede o atendimento imediato à mulher agredida, a instância exclusiva da mulher na abertura do processo, sendo ela ouvida e acolhida pelas autoridades competentes.
D
se mantém as disposições gerais do atendimento pela autoridade policial na lei Maria da Penha as quais ditam a observância imperiosa da presença da agredida, ouvir a ofendida, lavrar o boletim de ocorrência e tomar a representação a termo, se apresentada.
E
se mantém o procedimento da aplicação, nos casos de violência doméstica e familiar contra a mulher, de penas de cesta básica ou outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa.";2012;ESAF;MPOG ; ESAF - 2012 - MPOG - Analista Técnico de Políticas Sociais - Conhecimentos Básicos;['artigos 12', 'artigos 12, inciso'];;['artigos 12', 'artigos 12, inciso'];['12'];;;;"['inciso i', ' i; ']";Analista Técnico de Políticas Sociais Conhecimentos Básicos;0.0;1.0
3492;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: STJ Prova: CESPE - 2012 - STJ - Analista Judiciário - Área Judiciária;"Com a finalidade de proteger patrimônio comum ou particular de mulher vitimada por violência, o juiz deverá impor, em caráter liminar, a separação de corpos.
";"Alternativas
Certo
Errado";2012;CESPE;STJ ; CESPE - 2012 - STJ - Analista Judiciário - Área Judiciária;;;;;;;;;Analista Judiciário Área Judiciária;0.0;0.0
3495;Ano: 2012 Banca: FCC Órgão: DPE-SP Prova: FCC - 2012 - DPE-SP - Defensor Público;"Ação processual penal.
";"Alternativas
A
Nos termos do entendimento do Supremo Tribunal Federal, as ações penais fundamentadas na Lei Maria da Penha (Lei Federal no 11.340/2006) podem ser processadas mesmo sem a representação da vítima, por serem consideradas ações penais públicas incondicionadas.
B
Tratando-se de ação penal pública condicionada, e havendo representação da vítima, poderá ocorrer retratação caso a vítima a oferte até o recebimento da denúncia, haja vista que a lei processual prevê hipótese de arrependimento do ofendido.
C
O princípio da obrigatoriedade da ação penal pública incondicionada não sofre mitigação, impondo ao Ministério Público a promoção da ação penal quando configurado um ilícito penal.
D
Recebido o inquérito policial com elementos informativos suficientes para a propositura de denúncia e tendo o Ministério Público requerido novas diligências, poderá a vítima oferecer queixa subsidiária, dando início ao processo e assumindo o polo ativo da pretensão acusatória.
E
Tratando-se de ação penal privada, e ocorrendo a morte da vítima, a lei processual prevê hipótese especial de legitimação anômala, ao admitir a sucessão do ofendido pelo seu cônjuge, ascendente, descendente ou irmão, devendo ser observada esta ordem de preferência.";2012;FCC;DPE-SP ; FCC - 2012 - DPE-SP - Defensor Público;;;;;;;;;Defensor Público;0.0;0.0
3498;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: MPE-PI Prova: CESPE - 2012 - MPE-PI - Promotor de Justiça;"Considerando as disposições contidas no CP e na doutrina, bem como nas Leis n.º 11.340/2006 — Lei Maria da Penha — e n.º 7.716/1989, que trata dos crimes resultantes de preconceitos de raça ou de cor, etnia, religião ou procedência nacional, assinale a opção correta.

";"Alternativas
A
Considere que Mauro, irritado com a demora no andamento da fila do caixa de um supermercado, tenha proferido xingamentos direcionados à atendente do caixa, atribuindo a demora no atendimento à inferioridade intelectual que, segundo ele, era característica intrínseca da raça a que a moça pertencia. Nessa situação, Mauro deve ser acusado de crime de racismo, previsto na legislação específica, por ter negado à funcionária, por motivo racial, o direito de trabalho no comércio.

B
Ficará isento de pena o querelado que, antes do trânsito em julgado da sentença condenatória, ainda que após a sentença de primeiro grau, se retrate cabalmente de calúnia ou difamação.

C
O MP não deve intervir nas causas cíveis decorrentes de violência doméstica e familiar contra a mulher, salvo quando for parte, sendo, contudo, obrigatória sua intervenção nas causas criminais que envolvam violência contra a mulher.

D
Suponha que, durante uma discussão, Josefa agrida fisicamente Joana, com quem mantenha relacionamento amoroso durante longo tempo. Suponha, ainda, que Joana sofra lesões leves e que Josefa seja processada e condenada pelo crime, com base no CP, a pena privativa de liberdade de dois anos. Nessa situação, sendo a pena inferior a quatro anos e presentes os demais requisitos legais, cabe, a critério do juiz, a substituição da pena privativa de liberdade por pena de doações mensais de cestas básicas, se o entender suficiente para a reprovação da conduta.

E
Pratica o denominado crime exaurido o agente que, mesmo após atingir o resultado pretendido, continua a agredir o bem jurídico protegido pela norma penal.
";2012;CESPE;MPE-PI ; CESPE - 2012 - MPE-PI - Promotor de Justiça;;;;;;;;;Promotor de Justiça;0.0;0.0
3501;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: MPE-PI Prova: CESPE - 2012 - MPE-PI - Promotor de Justiça;"Considerando a jurisprudência do STF, no que se refere ao processo penal e à Lei Maria da Penha, assinale a opção correta.

";"Alternativas
A
O legislador, ao considerar o gênero da vítima, utilizando o sexo como critério de diferenciação, para criar, à luz do princípio da igualdade, mecanismos para coibir e prevenir a violência doméstica contra a mulher, pautou-se pelo princípio da proibição de proteção insuficiente dos direitos fundamentais.

B
Nos casos de lesões corporais culposas praticadas contra a mulher em âmbito doméstico, a ação penal cabível é pública condicionada à representação, conforme o disposto na Lei n.º 9.099/1995.

C
Tratando-se de crime de ameaça e dos cometidos contra a dignidade sexual, a ação penal é pública e incondicionada, dado que não seria razoável ou proporcional deixar a atuação estatal a critério da vítima.

D
A Lei Maria da Penha, ao prever que, enquanto não estruturados os juizados de violência doméstica e familiar contra a mulher, as varas criminais acumulariam as competências cível e criminal para conhecer e julgar as causas decorrentes da prática de violência doméstica e familiar contra a mulher, criou, para o poder público, a obrigação de instituir os referidos juizados.

E
O STF julgou procedente, com base no princípio explícito da dignidade humana, ação direta proposta pelo procurador-geral da República para assentar a natureza da ação penal como condicionada à representação da vítima, em caso de crime de lesão corporal leve praticado mediante violência doméstica e familiar contra a mulher.
";2012;CESPE;MPE-PI ; CESPE - 2012 - MPE-PI - Promotor de Justiça;;;;;;;;;Promotor de Justiça;0.0;0.0
3504;Ano: 2012 Banca: ESAF Órgão: MI Prova: ESAF - 2012 - MI - Assistente Social;"A respeito dos direitos das mulheres na Lei Maria da Penha (Lei n. 11.340, de 7 de agosto de 2006), assinale a opção correta.

";"Alternativas
A
A Lei disciplina toda ação ou omissão praticada contra a mulher que lhe cause algum dano.

B
A Lei restringe à residência, o local de ocorrência da violência motivada por uma relação de afeto ou de convivência doméstica ou familiar, entre o agressor e a mulher ofendida.

C
A Lei estabelece a discriminação positiva ao assegurar à mulher, de modo diferenciado, condições privilegiadas, em relação ao homem, nas questões atinentes à violência de gênero.

D
A violência moral é caracterizada, na Lei, por ações ou omissões que visam degradar, dominar, humilhar outra pessoa, controlando seus atos e comportamentos.

E
É importante ressaltar que qualquer mulher e homem podem ser sujeitos dos crimes previstos na Lei Maria da Penha (Um homem que agride uma mulher na rua para roubar sua bolsa).
";2012;ESAF;MI ; ESAF - 2012 - MI - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
3507;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: PC-AL Prova: CESPE / CEBRASPE - 2012 - PC-AL - Agente de Polícia;"Lavrada a ocorrência, caberá à polícia, no prazo de 48 horas, remeter em expediente apartado o pedido de medidas protetivas de urgência formulado pela ofendida ao juiz, que poderá deferi-las independentemente de oitiva do Ministério Público.
";"Alternativas
Certo
Errado";2012;CESPE;PC-AL ; CESPE / CEBRASPE - 2012 - PC-AL - Agente de Polícia;;;;;;;;;Agente de Polícia;0.0;0.0
3510;Ano: 2012 Banca: MPE-PR Órgão: MPE-PR Prova: MPE-PR - 2012 - MPE-PR - Promotor de Justiça;"Sobre ação penal, assinale a alternativa incorreta:
";"Alternativas
A
Os crimes previstos no Decreto-Lei 201/67 (que “Dispõe sobre a responsabilidade dos Prefeitos e Vereadores”), na Lei 8.069/90 (Estatuto da Criança e do Adolescente), na Lei 9.605/98 (Lei de Crimes Ambientais) e na Lei 8.078/90 (Código de Defesa do Consumidor), são de ação penal pública incondicionada;
B
Conforme entendimento firmado pelo Supremo Tribunal Federal sobre a Lei 11.340/06 (Lei Maria da Penha), o crime de lesões corporais, praticado mediante violência doméstica contra a mulher, é de ação penal pública incondicionada;
C
O perdão do ofendido produz a extinção da ação penal em relação aos querelados que o aceitam, mas não produz a extinção da ação penal em relação aos querelados que o recusam;
D
A idade da vítima, ao tempo da prática de conjunção carnal mediante violência, produz reflexos na tipicidade do crime e na modalidade de ação penal respectiva: se maior de 18 anos, configura estupro simples (CP, art. 213, caput), de ação penal pública condicionada; se maior de 14 e menor de 18 anos, configura estupro majorado (CP, art. 213, § 1º) de ação penal pública condicionada; se menor de 14 anos, configura estupro de vulnerável (CP, art. 217-A, caput), de ação penal pública incondicionada;
E
Pode ser exercida a ação penal privada subsidiária da pública na hipótese de não oferecimento de denúncia pelo Ministério Público no prazo legal, em crimes de ação penal pública incondicionada ou de ação penal pública condicionada à representação.";2012;MPE-PR;MPE-PR ; MPE-PR - 2012 - MPE-PR - Promotor de Justiça;;['art 213', 'art 213', 'art 217-a', 'art 213, caput', 'art 213, ', 'art 217-a, caput'];['art 213', 'art 213', 'art 217-a', 'art 213, caput', 'art 213, ', 'art 217-a, caput'];['217-a'];['§ 1'];;;;Promotor de Justiça;0.0;1.0
3513;Ano: 2012 Banca: MPE-PR Órgão: MPE-PR Prova: MPE-PR - 2012 - MPE-PR - Promotor de Justiça;"Analise as assertivas relacionadas a crimes previstos na legislação penal especial, e assinale a alternativa incorreta:
";"Alternativas
A
Os crimes de “lavagem” ou ocultação de bens, direitos e valores, previstos na Lei 9.613/98, podem ter, como infrações penais antecedentes, quaisquer crimes ou contravenções;
B
Conforme entendimento firmado pelo Supremo Tribunal Federal sobre a Lei 11.340/06 (Lei Maria da Penha), o crime de ameaça, praticado mediante violência doméstica contra a mulher, não admite transação penal e/ou suspensão condicional do processo;
C
Os crimes de tortura, definidos na Lei 9.455/97, são imprescritíveis, mas os crimes de abuso de autoridade, definidos na Lei 4.898/65, possuem pena privativa de liberdade abstratamente cominada que prescrevem no prazo mínimo de três anos, na forma prevista no art. 109, inciso VI, do Código Penal;
D
A aplicação do benefício da transação penal ou do benefício da suspensão condicional do processo para crimes ambientais exige a observância dos requisitos da Lei 9.099/95 (Lei dos Juizados Especiais), assim como de disposições especiais da Lei 9.605/98 (Lei de Crimes Ambientais);
E
Conforme entendimento firmado pelo Supremo Tribunal Federal, a condenação por prática do crime de tráfico de drogas, previsto no art. 33, caput, da Lei 11.343/06 (Lei Antidrogas), pode admitir substituição de pena privativa de liberdade por restritiva de direitos, desde que presentes os requisitos previstos no art. 44 do Código Penal.";2012;MPE-PR;MPE-PR ; MPE-PR - 2012 - MPE-PR - Promotor de Justiça;;['art 109', 'art 33', 'art 44 do código penal', 'art 109, inciso', 'art 33, caput, da', 'art 44'];['art 109', 'art 33', 'art 44 do código penal', 'art 109, inciso', 'art 33, caput, da', 'art 44'];['44', '33'];;;;;Promotor de Justiça;0.0;1.0
3516;Ano: 2012 Banca: MPE-PR Órgão: MPE-PR Prova: MPE-PR - 2012 - MPE-PR - Promotor de Justiça;"Assinale a alternativa incorreta:
";"Alternativas
A
O Estatuto da Igualdade Racial considera desigualdade de gênero e raça a assimetria no âmbito da sociedade que acentua a distância social entre mulheres negras e demais segmentos sociais;
B
Em nosso país, há obrigatoriedade de estudo, tanto no ensino fundamental, quanto no ensino médio, da história geral da África e da história da população negra no Brasil;
C
É competente, por opção da ofendida, para os processos cíveis regidos pela Lei nº 11.340/2006 (Lei Maria da Penha), o Juizado do seu domicílio ou residência, do lugar do fato em que se baseou a demanda ou do domicílio do agressor;
D
Povos e comunidades tradicionais são grupos culturalmente indiferenciados que usam territórios e recursos naturais como condição para sua reprodução cultural, social, religiosa, ancestral e econômica;
E
É a autoidentificação o critério fundamental para definir os grupos aos quais se aplicam as disposições da Convenção nº 169, da OIT.";2012;MPE-PR;MPE-PR ; MPE-PR - 2012 - MPE-PR - Promotor de Justiça;;;;;;;;;Promotor de Justiça;0.0;0.0
3519;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: DPE-SE Prova: CESPE - 2012 - DPE-SE - Defensor Público;"Ronaldo, maior e capaz, desconfiado de suposta traição de sua companheira Sílvia, constrangeu-a, no seu local de trabalho, mediante violência, causando-lhe grave sofrimento mental e lesões corporais leves, com o fim de obter a confissão da relação extraconjugal e informações acerca do suposto amante.

Com base nessa situação hipotética, assinale a opção correta no que diz respeito aos crimes previstos na lei que dispõe sobre a tortura e aos preceitos legais estabelecidos na lei que trata da violência doméstica e familiar, em face das disposições do CP.
";"Alternativas
A
A norma extravagante que trata da violência doméstica não pode incidir sobre os fatos descritos, visto que estes ocorreram fora do ambiente doméstico.
B
A hipótese em questão configura crime de tortura, qualificado pela circunstância de o agente ter praticado o fato prevalecendo-se da relação doméstica de coabitação, o que afasta, de per si, a incidência da norma que trata da violência doméstica e familiar, sob pena de bis in idem.
C
A situação hipotética em apreço submete-se aos preceitos da lei que trata da violência doméstica e familiar em concurso com os do diploma legal que dispõe sobre a tortura, por ser o meio utilizado para a prática da infração penal.
D
Os fatos praticados por Ronaldo configuram crime de constrangimento ilegal qualificado pela lesão corporal.
E
Há concurso aparente de normas penais, a ser solucionado com base no princípio da especialidade, com a aplicação da lei que trata da violência doméstica e familiar, por ser norma especial, o que afasta a incidência da norma disciplinadora do delito de tortura.";2012;CESPE;DPE-SE ; CESPE - 2012 - DPE-SE - Defensor Público;;;;;;;;;Defensor Público;0.0;0.0
3522;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: DPE-AC Prova: CESPE - 2012 - DPE-AC - Defensor Público;"Joana rompeu o relacionamento amoroso que mantivera com José por aproximadamente seis meses. Inconformado com a separação e com as recusas de Joana em reatar o namoro, José passou a ameaçá-la por telefone, dizendo que a mataria se a encontrasse com outro e, em seguida, cometeria suicídio. Sentindo- se intimidada pelo ex-namorado, Joana comunicou o fato à autoridade policial, que instaurou inquérito para apurar o crime de ameaça. Inquirido, José negou a prática do delito. Não conseguindo obter provas do crime, a autoridade policial pleiteou, então, ao Poder Judiciário a interceptação das comunicações telefônicas mantidas entre Joana e José.

Nessa situação hipotética, admitindo-se que o MP oficie favoravelmente ao pleito, deve o juiz
";"Alternativas
A
indeferi-lo, visto que não se admite a interceptação de comunicações telefônicas para prova do fato investigado.
B
indeferi-lo, por não haver indícios razoáveis de autoria, restando tão somente a palavra de uma das partes contra a outra.
C
deferi-lo, dada a existência de indícios razoáveis de autoria.
D
deferi-lo, a contrário senso, por inexistir outro meio de obtenção de prova do crime.
E
indeferi-lo, dada a possibilidade de aplicar a José as medidas protetivas de urgência previstas na Lei Maria da Penha.";2012;CESPE;DPE-AC ; CESPE - 2012 - DPE-AC - Defensor Público;;;;;;;;;Defensor Público;0.0;0.0
3525;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPU Prova: CESPE - 2010 - DPU - Assistente Social;"A Lei Maria da Penha
";"Alternativas
A
determina, nos casos de dependência de bebida alcoólica, que o juiz conceda, no prazo máximo de 24 h, o afastamento do agressor do lar.
B
determina aos juizados especiais criminais a competência para julgar os crimes de violência doméstica contra a mulher.
C
altera o Código de Processo Penal, a fim de possibilitar ao juiz a decretação da prisão preventiva quando houver riscos à integridade física ou psicológica da mulher.
D
altera a Lei de Execuções Penais, permitindo que o juiz determine o comparecimento facultativo do agressor a programas de recuperação.
E
determina que a pena para a violência contra todas as mulheres será a mesma, independentemente de a vítima ser portadora de necessidades especiais.";2010;CESPE;DPU ; CESPE - 2010 - DPU - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
3528;Ano: 2010 Banca: FCC Órgão: DPE-SP Prova: FCC - 2010 - DPE-SP - Defensor Público;"Cônjuges primários e de bons antecedentes praticam lesões corporais leves recíprocas durante uma briga. Sobre a persecução penal,
";"Alternativas
A
ambos terão direito apenas à suspensão condicional do processo.
B
a pena privativa de liberdade eventualmente imposta para a esposa não será a de lesões corporais leves qualificadas pela violência doméstica.
C
ambos terão direito à transação penal.
D
ambos obterão a extinção da punibilidade caso não haja representação do cônjuge.
E
a pena privativa de liberdade eventualmente imposta para o marido poderá ser substituída por fornecimento de ""cesta básica"" ou outra de prestação pecuniária.";2010;FCC;DPE-SP ; FCC - 2010 - DPE-SP - Defensor Público;;;;;;;;;Defensor Público;0.0;0.0
3531;Ano: 2010 Banca: TJ-SC Órgão: TJ-SC Prova: TJ-SC - 2010 - TJ-SC - Assistente Social;"Estabelece o artigo 5º da Lei Maria da Penha: ""Configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial"". Nos termos do referido artigo, a violência contra a mulher pode ocorrer:

I. No âmbito da unidade doméstica, compreendida como o espaço de convívio permanente de pessoas, com ou sem vínculo familiar, inclusive as esporadicamente agregadas.

II. No âmbito da família, compreendida como a comunidade formada por indivíduos que são ou se consideram aparentados, unidos por laços naturais, por afinidade ou por vontade expressa.

III. Em qualquer relação íntima de afeto, na qual o agressor coabite com a ofendida.
";"Alternativas
A
Todas as proposições estão corretas.
B
Apenas a proposição I está correta.
C
Apenas a proposição III está correta.
D
As proposições II e III estão corretas.
E
As proposições I e II estão corretas.";2010;TJ-SC;TJ-SC ; TJ-SC - 2010 - TJ-SC - Assistente Social;['artigo 5 da lei maria da', 'artigo', 'artigo 5', 'artigo, a'];;['artigo 5 da lei maria da', 'artigo', 'artigo 5', 'artigo, a'];['5'];;;;;Assistente Social;1.0;1.0
3534;Ano: 2010 Banca: TJ-SC Órgão: TJ-SC Prova: TJ-SC - 2010 - TJ-SC - Assistente Social;"Reza o artigo 13 da Lei Maria da Penha: ""Ao processo, ao julgamento e à execução das causas cíveis e criminais decorrentes da prática de violência doméstica e familiar contra a mulher aplicar-se-ão as normas..."". As normas a que se refere o citado artigo dizem respeito às legislações:
";"Alternativas
A
Da legislação específica relativa à criança, ao adolescente e ao idoso que não conflitarem como estabelecido nesta Lei.
B
Dos Códigos de Processo Penal, Processo Civil, da legislação específica relativa à criança, ao adolescente e ao idoso.
C
Dos Códigos de Processo Penal e Processo Civil.
D
Somente do Código de Processo Penal e legislação específica.
E
Somente do Código do Processo Civil e legislação específica.";2010;TJ-SC;TJ-SC ; TJ-SC - 2010 - TJ-SC - Assistente Social;['artigo 13 da lei maria da', 'artigo dizem respeito às legislações', 'artigo 13', 'artigo dizem'];;['artigo 13 da lei maria da', 'artigo dizem respeito às legislações', 'artigo 13', 'artigo dizem'];['13'];;;;;Assistente Social;1.0;1.0
3537;Ano: 2010 Banca: NUCEPE Órgão: SEJUS-PI Prova: NUCEPE - 2010 - SEJUS-PI - Agente Penitenciário;Assinale a alternativa INCORRETA.;"Alternativas
A
A prisão preventiva não pode ser decretada nos crimes culposos.
B
A apresentação espontânea do acusado à autoridade não impedirá a decretação da prisão preventiva nos casos em que a lei a autoriza.
C
A prisão preventiva poderá ser decretada como garantia da ordem pública.
D
A prisão preventiva poderá ser decretada quando do descumprimento das medidas protetivas de urgência previstas na Lei Maria da Penha.
E
São pressupostos para decretação da prisão preventiva: prova da materialidade do fato e prova da autoria.";2010;NUCEPE;SEJUS-PI ; NUCEPE - 2010 - SEJUS-PI - Agente Penitenciário;;;;;;;;;Agente Penitenciário;0.0;0.0
3540;Ano: 2010 Banca: FAURGS Órgão: TJ-RS Prova: FAURGS - 2010 - TJ-RS - Oficial Escrevente;"Acerca da Lei Maria da Penha (Lei n° 11.340/06), considere as assertivas a seguir.

I - Constatada a prática de violência doméstica e familiar contra a mulher, nos termos da lei, o Juiz poderá aplicar, de imediato, medidas protetivas de urgência que obrigam o agressor, taxativamente previstas na Lei n° 11.340/2006.

II - A ofendida deverá ser notificada dos atos processuais relativos ao agressor, especialmente dos pertinentes ao ingresso e à saída da prisão, sem prejuízo da intimação do advogado constituído ou do defensor público.

III - Formulado pedido liminar de concessão de medida protetiva de urgência, o Magistrado deverá apreciá- lo em 48 (quarenta e oito) horas, podendo deferi-lo ou indeferi-lo de plano.

IV - O Juiz poderá, antes de decidir acerca do pedido liminar de concessão de medida protetiva, designar audiência de justificação.

Quais estão corretas?
";"Alternativas
A
Apenas I e III.
B
Apenas I e IV.
C
Apenas II e IV.
D
Apenas II, III e IV.
E
I, II, III e IV.";2010;FAURGS;TJ-RS ; FAURGS - 2010 - TJ-RS - Oficial Escrevente;;;;;;;;['\nii ', '\niii ', '\niv '];Oficial Escrevente;0.0;0.0
3543;Ano: 2011 Banca: FCC Órgão: DPE-RS Prova: FCC - 2011 - DPE-RS - Defensor Público;"No que toca ao sistema de aplicação da pena, é correto afirmar:
";"Alternativas
A
Há previsão no art. 44 do Código Penal de substituição da pena privativa de liberdade para condenados reincidentes, ainda que a reincidência tenha se operado em virtude da prática do mesmo crime, desde que o segundo delito não envolva violência ou grave ameaça à pessoa.
B
Segundo o Código Penal, na hipótese de sobrevir condenação definitiva à pena privativa de liberdade por outro crime durante a execução de pena restritiva de direito, a conversão da pena substitutiva, em sede de execução, será obrigatória, mesmo que seu cumprimento seja compatível com o regime de cumprimento da pena definido na segunda sentença condenatória.
C
Nas hipóteses relativas à Lei no 11.340/06, conhecida como Lei Maria da Penha, há vedação legal de substituição da pena privativa de liberdade por prestação de serviço à comunidade.
D
Ao agente primário e de conduta social satisfatória que é condenado à pena de dois anos de reclusão por roubo tentado, com todas as circunstâncias previstas no art. 59 do Código Penal reconhecidas como favoráveis na sentença, é possível aplicar-se a suspensão condicional da pena prevista no art. 77 do Código Penal.
E
A substituição da pena privativa de liberdade por penas restritivas de direito prevista no art. 44 do Código Penal não é possível para delitos culposos nas hipóteses de condenações superiores a quatro anos.";2011;FCC;DPE-RS ; FCC - 2011 - DPE-RS - Defensor Público;;['art 44 do código penal de', 'art 59 do código penal reconhecidas', 'art 77 do código penal\ne', 'art 44 do código penal não', 'art 44', 'art 59', 'art 77', 'art 44'];['art 44 do código penal de', 'art 59 do código penal reconhecidas', 'art 77 do código penal\ne', 'art 44 do código penal não', 'art 44', 'art 59', 'art 77', 'art 44'];['44'];;;;;Defensor Público;0.0;1.0
3546;Ano: 2010 Banca: FUNIVERSA Órgão: SEPLAG-DF Provas: FUNIVERSA - 2010 - SEPLAG-DF - Analista - Ciências Contábeis ;"

A Lei n.º 11.340/2006 cria mecanismos para coibir a violência doméstica e familiar contra a mulher, nos termos do art. 226 da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Discriminação Contra as Mulheres e da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência Contra a Mulher.



Acerca dessa lei, assinale a alternativa correta.
";"Alternativas
A
Condenados por agressão contra mulheres poderão ter sua pena substituída por penas alternativas, como a prestação de serviços comunitários.
B
A agressão contra a mulher, quando cometida pelo companheiro, é considerada crime hediondo, recebendo punição mais severa que o estupro.
C
Essa lei permite que agressores de mulheres no âmbito doméstico ou familiar sejam presos em flagrante ou tenham sua prisão preventiva decretada.
D
Para efeitos de punição por meio dessa lei, entende-se como violência doméstica e familiar contra a mulher as formas de violência física, sexual, patrimonial e moral, excluindo-se a violência psicológica, já enquadrada em outros dispositivos.
E
Essa lei recebeu a alcunha de Lei Maria da Penha, em homenagem à deputada federal de mesmo nome, eleita pelo Rio Grande do Sul, parlamentar que mais se empenhou por sua aprovação.";2010;FUNIVERSA;SEPLAG-DF ; FUNIVERSA - 2010 - SEPLAG-DF - Analista - Ciências Contábeis ;['art 226 da constituição federal', 'art 226'];;['art 226 da constituição federal', 'art 226'];[];;;;;Analista Ciências Contábeis;0.0;1.0
3549;Ano: 2010 Banca: FUNIVERSA Órgão: SEPLAG-DF Prova: FUNIVERSA - 2010 - SEPLAG-DF - Analista - Serviço Social;"Na Lei Maria da Penha, está prevista a assistência à mulher em situação de violência doméstica e familiar, coadunada aos direitos sociais. Assinale a alternativa que não representa um tipo de assistência oferecida pela Lei Maria da Penha.
";"Alternativas
A
Acesso ao Sistema Único de Segurança Pública.
B
Acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, incluindo os serviços de contracepção de emergência.
C
Acesso à profilaxia das doenças sexualmente transmissíveis (DST) e da Síndrome da Imunodeficiência Adquirida (AIDS).
D
Acesso a procedimentos médicos necessários e cabíveis nos casos de violência sexual.
E
Acesso ao benefício emergencial para vítimas de violência.";2010;FUNIVERSA;SEPLAG-DF ; FUNIVERSA - 2010 - SEPLAG-DF - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
3552;Ano: 2011 Banca: MPE-PR Órgão: MPE-PR Prova: MPE-PR - 2011 - MPE-PR - Promotor de Justiça;"Analise as assertivas relacionadas a crimes previstos na legislação penal especial, e assinale a alternativa incorreta:
";"Alternativas
A
o benefício de redução da pena previsto no art. 33, § 4º da Lei 11.343/06 (Lei Antidrogas), aplicável ao delito de tráfico de substância entorpecente, não se aplica ao delito de associação ao tráfico, previsto no art. 35, caput, da mesma Lei;
B
de acordo com disposições da Lei 11.340/06 (Lei Maria da Penha), a lesão corporal de natureza leve, praticada pelo agente contra sua mulher, prevalecendo-se de relações domésticas e de coabitação, constitui circunstância agravante do delito definido no art. 129, caput, do Código Penal;
C
a conduta de portar, simultaneamente, 3 (três) armas de fogo de uso permitido, sem autorização legal, constitui prática de crime único de porte ilegal, previsto no art. 14 da Lei 10.826/03 (Estatuto do Desarmamento), não caracterizando concurso de crimes: a pluralidade de armas de fogo de uso permitido, nesta hipótese, deve ser valorada nas circunstâncias judiciais do art. 59 do Código Penal;
D
segundo a Lei 9.503/97 (Código de Trânsito Brasileiro), o crime de homicídio culposo no trânsito (art. 302, caput) não admite os benefícios da transação penal e da suspensão condicional do processo, e o crime de embriaguez ao volante (art. 306) admite apenas o benefício da suspensão condicional do processo;
E
o crime de roubo qualificado pelo resultado de morte (CP, art. 157, § 3º), realizado em concurso com adolescente, também pode configurar causa de aumento de pena no delito de corrupção de menores (art. 244-B da Lei 8.069/90 – Estatuto da Criança e do Adolescente).";2011;MPE-PR;MPE-PR ; MPE-PR - 2011 - MPE-PR - Promotor de Justiça;;['art 33', 'art 35', 'art 129', 'art 14 da lei 10826', 'art 59 do código penal', 'art 302', 'art 306', 'art 157', 'art 244-b da lei 8069', 'art 33, ', 'art 35, caput, da', 'art 129, caput, do', 'art 14', 'art 59', 'art 302, caput', 'art 306', 'art 157, ', 'art 244-b'];['art 33', 'art 35', 'art 129', 'art 14 da lei 10826', 'art 59 do código penal', 'art 302', 'art 306', 'art 157', 'art 244-b da lei 8069', 'art 33, ', 'art 35, caput, da', 'art 129, caput, do', 'art 14', 'art 59', 'art 302, caput', 'art 306', 'art 157, ', 'art 244-b'];['244-b', '33', '35', '14'];['§ 4', '§ 3'];;;;Promotor de Justiça;0.0;1.0
