;enunciado;options;ano;banca;orgao;prova
5022;"O ECA preconiza que a criança e o adolescente têm direito a proteção à vida e à saúde, mediante a efetivação de políticas sociais públicas que permitam o nascimento e o desenvolvimento sadio e harmonioso, em condições dignas de existência. Em relação à gestação, avalie se as afirmativas a seguir são falsas (F) ou verdadeiras (V):




 É assegurado à gestante, através do Sistema Único de Saúde, o atendimento pré e perinatal.

 A gestante será encaminhada aos diferentes níveis de atendimento, segundo critérios médicos específicos, obedecendo-se aos princípios de regionalização e hierarquização do Sistema.

 A parturiente será atendida preferencialmente pelo mesmo médico que a acompanhou na fase pré-natal.

 Incumbe ao poder público propiciar apoio alimentar à gestante e à nutriz que dele necessitem e proporcionar assistência psicológica à gestante e à mãe, no período pré e pós-natal, inclusive como forma de prevenir ou minorar as consequências do estado puerperal.




As afirmativas são respectivamente:
";[];2015;BIO-RIO;IABAS ; BIO-RIO - 2015 - IABAS-RJ - Agente Comunitário de Saúde
5023;O município de Campos de Matias não possui Conselho Tutelar. Em tal situação, as atribuições a ele conferidas serão exercidas:;[];2016;IDECAN;Prefeitura de Natal - RN ; IDECAN - 2016 - Prefeitura de Natal - RN - Advogado
5024;Assinale a opção correta acerca das medidas socioeducativas, da alienação parental e das medidas pertinentes aos pais ou responsáveis.;[];2016;CESPE;TJ-AM ; CESPE - 2016 - TJ-AM - Juiz Substituto
5025;"O conselho tutelar determinou à autoridade municipal competente a medida de proteção consistente em matrícula e frequência obrigatórias em estabelecimento oficial de ensino fundamental para criança com seis anos de idade.

Acerca dessa situação hipotética e de aspectos relativos à atuação e às competências do conselho tutelar, assinale a opção correta.";[];2016;CESPE;TJ-AM ; CESPE - 2016 - TJ-AM - Juiz Substituto
5026;"Com relação aos princípios que regem a aplicação das medidas específicas de proteção, assinale V para a afirmativa verdadeira e F para a falsa.

( ) A responsabilidade do poder público é primária e solidária.

( ) A promoção dos direitos e a proteção da criança e do adolescente deve ser efetuada, respeitando a intimidade, o direito à imagem e a reserva da sua vida privada.

( ) A intervenção para a efetiva promoção dos direitos e a proteção da criança e do adolescente deve ser feita por todos.

As afirmativas são, respectivamente,
";[];2015;FGV;Prefeitura de Cuiabá - MT ; FGV - 2015 - Prefeitura de Cuiabá - MT - Técnico de Nível Superior - Bacharel em Direito
5027;"Pedro, com 11 anos de idade, e Paulo, com 12, foram encontrados no banheiro de uma escola pública, quebrando os espelhos e as tampas dos vasos sanitários.

À luz do ordenamento jurídico vigente, assinale a opção que indica a medida a ser adotada pela Direção Escolar.";[];2015;FGV;Prefeitura de Cuiabá - MT ; FGV - 2015 - Prefeitura de Cuiabá - MT - Técnico de Nível Superior - Bacharel em Direito
5028;"Conforme lei federal 8069/90, Estatuto da Criança e do Adolescente – ECA, analise as afirmativas abaixo e assinale a alternativa correta.

I - Nenhum adolescente será privado de sua liberdade mesmo em flagrante de ato infracional, mas somente por ordem escrita e fundamentada da autoridade judiciária competente.

II - São penalmente inimputáveis os menores de dezoito anos, sujeitos às medidas previstas na lei 8069/90;

III - A internação, antes da sentença, pode ser determinada pelo prazo máximo de trinta dias.

IV – Considera-se ato infracional a conduta descrita somente como contravenção penal.  
";[];2012;KLC;Prefeitura de Alto Piquiri - PR ; KLC - 2012 - Prefeitura de Alto Piquiri - PR - Assistente Social
5029;"De acordo com Art. 53 do Estatuto da Criança e adolescente, a criança e ao adolescente têm direito à educação, visando ao pleno desenvolvimento de sua pessoa, preparo para o exercício da cidadania e qualificação para o trabalho, assegurando-lhes:
I - Igualdade de condições para o acesso e permanência na escola.
II - Direito de ser respeitado por seus educadores.
III - Direito de contestar critérios avaliativos, podendo recorrer às instâncias escolares superiores.
IV - Direito de organização e participação em entidades estudantis.
V - Acesso à escola pública e gratuita próxima de sua residência.
Assinale a alternativa CORRETA.";[];2015;MGA;Prefeitura de Espigão do Oeste - RO ; MGA - 2015 - Prefeitura de Espigão do Oeste - RO - Professor II - Biologia - 25H
5030;Segundo a jurisprudência majoritária dos Tribunais Superiores, com relação ao Estatuto da Criança e do Adolescente (Lei 8.069/90), é INCORRETO afirmar que;[];2012;FGV;Senado Federal ; FGV - 2012 - Senado Federal - Policial Legislativo Federal
5031;As linhas de ação da Política de Atendimento previstas no artigo 87 do Estatuto da Criança e do Adolescente – ECA – (1990) demarcam como a garantia dos direitos e o exercício dos deveres das crianças e dos adolescentes serão operacionalizados. Tendo a legislação vigente como referência, identifique a alternativa abaixo que NÃO apresenta uma das 05 (cinco) linhas de ação existentes.;[];2015;COTEC;Prefeitura de Unaí - MG ; COTEC - 2015 - Prefeitura de Unaí - MG - Assistente Social
5032;"De acordo com o Estatuto da Criança e do Adolescente – ECA –, podem ser considerados como crimes e infrações os seguintes atos praticados contra crianças e adolescentes: I - Vender, à criança e ao adolescente, facas, canivetes, estiletes e outros equipamentos perfurantes; privar a criança ou o adolescente de sua liberdade, procedendo à sua apreensão sem estar em flagrante de ato infracional ou inexistindo ordem escrita da autoridade judiciária competente. II - Submeter criança ou adolescente, sob sua autoridade, guarda ou vigilância, a vexame ou a constrangimento.  III - Deixar, o Conselheiro Tutelar, de aplicar as medidas socioeducativas aos adolescentes que praticaram atos infracionais em estabelecimentos educacionais.  IV - Produzir, reproduzir, dirigir, fotografar, filmar ou registrar, por qualquer meio, cena de sexo explícito ou pornográfica, envolvendo criança ou adolescente. Com base nesse entendimento, assinale abaixo a única alternativa CORRETA. ";[];2015;COTEC;Prefeitura de Unaí - MG ; COTEC - 2015 - Prefeitura de Unaí - MG - Assistente Social
5033;A sequência CORRETA dos eixos, segundo os conteúdos apresentados é:;[];2015;COTEC;Prefeitura de Unaí - MG ; COTEC - 2015 - Prefeitura de Unaí - MG - Assistente Social
5034;Assinale a alternativa que apresenta uma afirmação INCORRETA acerca das medidas socioeducativas previstas no Estatuto da Criança e do Adolescente.;[];2014;MPE-RS;MPE-RS ; MPE-RS - 2014 - MPE-RS - Assessor - Direito
5035;"O artigo 241-A, caput, do Estatuto da Criança e do Adolescente tipifica as conduta de oferecer, trocar, disponibilizar, trasmitir, distribuir, publicar ou divulgar, por qualquer meio, inclusive por meio do sistema de informática ou telemático, fotografia, vídeo ou outro registro que contenha cena de sexo explícito ou pornográfica envolvendo criança ou adolescente.

Afirma-se, corretamente, com relação ao delito descrito que
";[];2016;VUNESP;TJ-RJ ; VUNESP - 2016 - TJ-RJ - Juiz Substituto
5036;O Estatuto da Criança e do Adolescente estabelece:;[];2009;NC-UFPR;SES-PR ; NC-UFPR - 2009 - SES-PR - Auxiliar Administrativo 
5037;"Nos termos da Lei nº 8.069/90, Estatuto da Criança e do Adolescente, leia as assertivas abaixo que se referem às famílias naturale substituta respondendo o que se pede:

I- entende-se por família natural a comunidade formada pelos pais ou qualquer deles e seus descendentes.

II- entende-se por família natural aquela que se estende para além da unidade pais e filhos ou da unidade do casal, formada por parentes próximos com os quais a criança ou adolescente convive e mantém vínculos de afinidade e afetividade.

III- a colocação em família substituta far-se-á mediante guarda, tutela ou adoção, independentemente da situação jurídica da criança ou adolescente, nos termos do ECA.

IV- a colocação da criança ou adolescente em família substituta prescinde de preparação gradativa ou de acompanhamento posterior, realizados por equipe interprofissional a serviço da Justiça da Infância e da Juventude.

É incorreto o que se afirma apenas em:

";[];2016;CAIP-IMES;Câmara Municipal de Atibaia - SP ; CAIP-IMES - 2016 - Câmara Municipal de Atibaia - SP - Advogado
5038;De acordo com o Estatuto da Criança e do Adolescente (ECA), Lei 8069/90, Art. 54, § 3º, a responsabilidade de recensear os alunos no ensino fundamental, fazer-lhes a chamada e zelar pela frequência compete a/o;[];2015;UNIOESTE;UNIOESTE ; UNIOESTE - 2015 - UNIOESTE - Advogado
5039;"Leia o trecho abaixo e, em seguida, assinale a alternativa que preenche corretamente a lacuna.
Caberá a cada Centro de Atendimento apresentar, anualmente, ______________________, que englobará todos os aspectos do trabalho a ser desenvolvido na execução da medida socioeducativa, de âmbito técnico e administrativo, a partir do levantamento das necessidades do adolescente e sua família, das especificidades regionais e das características definidas para atendimento.";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5040;"Leia o trecho abaixo e, em seguida, assinale a alternativa que preenche corretamente a lacuna.

A proposta de Plano Individual de Atendimento será elaborada e enviada ao Juízo no prazo de até _______________ da data do ingresso do adolescente no Centro de Atendimento.";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5041;O SINASE (Sistema Nacional de Atendimento Socioeducativo), como sistema integrado, articula os três níveis de governo para o desenvolvimento de seus programas de atendimento, considerando a intersetorialidade e a corresponsabilidade da;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5042;Em se tratando de adolescente autor de ato infracional, a legislação, ao considerar sua condição peculiar de desenvolvimento, aplica-lhe medidas socioeducativas que não objetivam somente a punição, mas principalmente a mudança de comportamento por meio de uma perspectiva;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5043;Com relação ao Sistema Nacional Socioeducativo, há alguns elementos a serem observados. No Eixo Abordagem Familiar e Comunitária, deve-se  ;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5044;"Leia o trecho abaixo e, em seguida, assinale a alternativa que preenche corretamente a lacuna.

Os Centros de Atendimento de internação e semiliberdade constituirão Conselho Gestor que visará a garantir a gestão participativa dos servidores e a participação da comunidade no processo de decisão, planejamento e operacionalização de ações no atendimento ao adolescente. O ____________ atuará em conjunto com os servidores, a família e o próprio adolescente como facilitador na integração das relações interpessoais, interna e externamente, nos termos da Portaria Normativa nº 224/2012 em vigor (Regimento Interno da Fundação Casa). ";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5045;"As ações socioeducativas devem viabilizar o acesso às atividades que promovam

I. reparação de danos decorrentes de estigmas, discriminações e situações de violência. 
II. convívio em grupo (sociabilidade) e o acesso ao conhecimento. 
III. experimentação e meios que favoreçam a autonomia. 

IV. estímulo do senso de responsabilidade e de coletividade. 
V. desenvolvimento da afetividade.

É correto o que está contido em ";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5046;"São princípios básicos das ações socioeducativas:

I. inclusão social. 
II. aplicabilidade dos deveres. 
III. desenvolvimento da autonomia individual e coletiva. 
IV. garantia dos direitos. 
V. desenvolvimento do protagonismo.

É correto o que está contido em ";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5047;O artigo 145, do ECA, dispõe que os Estados e o Distrito Federal poderão criar varas especializadas e exclusivas da infância e da juventude, cabendo ao(à) ;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente Educacional
5048;No Brasil a adoção de criança e de adolescente é regida pelo Estatuto da Criança e do adolescente. Sobre este tema é correto afirmar que;[];2013;AOCP;INES ; AOCP - 2013 - INES - Assistente Social
5049;"Com relação às atribuições do Coordenador de Equipe na revista de Centro de Atendimento, marque V para verdadeiro ou F para falso e, em seguida, assinale a alternativa que apresenta a sequência correta.

( ) Dividir a equipe de segurança interna do Centro de Atendimento e designar a função de cada Agente de Apoio Socioeducativo na revista.

( ) Finalizar o trabalho somente quando todo o material não permitido for relacionado e retirado do Centro de Atendimento.

( ) Revistar o Centro de Atendimento quinzenalmente, de acordo com as Diretrizes de Segurança.

( ) Possuir e criar ferramentas e equipamentos para melhor a execução das revistas minuciosas.";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5050;Instrumento de planejamento surgido no campo militar, com a finalidade de monitorar situações de perigo em que o tempo é variável fundamental. É correto afirmar que a descrição acima refere-se ao(à);[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5051;"O Agente de Apoio Socioeducativo referência, após tomar ciência de quais jovens lhes são atribuídos, deve, entre outras coisas,

I. manter constante contato com o jovem para saber sobre as suas dificuldades e dúvidas.

II. agir como mediador nas situações em que os jovens estejam envolvidos com intuito de evitar o ápice, salvaguardando os envolvidos.

III. praticar diálogos salutares, criando vínculo com os adolescentes norteados por princípios éticos, podendo, assim, conhecer suas expectativas e dificuldades encontradas no cumprimento de sua medida socioeducativa e no alcance das metas, para agir de maneira irascível ao menor indício de mudança comportamental.

É correto o que está contido em";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5052;"Leia o trecho abaixo e, em seguida, assinale a alternativa que preenche correta e respectivamente as lacunas.

De acordo com o que preconiza os Conceitos, Diretrizes e Procedimentos, orienta-se que sejam ________ Agentes de Apoio Socioeducativo referências por jovem, sendo ________ e ________.";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5053;"Com relação aos procedimentos em relação à aplicação das medidas disciplinares, analise as assertivas abaixo.

I. A disciplina é um instrumento que viabiliza o projeto político pedagógico e o Plano Individual de Atendimento – PIA, consistindo na manutenção da ordem, por meio de ações colaborativas, na obediência às determinações das autoridades e de seus agentes, participação nas atividades pedagógicas e no cumprimento da medida imposta.

II. As sanções disciplinares têm caráter educativo e respeitarão os direitos fundamentais e a individualização de conduta do adolescente, não podendo ser responsabilizado, mais de uma vez pelo mesmo fato.

III. São proibidas sanções que impliquem tratamento cruel, desumano e degradante; suspensão da visita, incomunicabilidade, sanção coletiva, assim como qualquer sanção que importe prejuízo às atividades obrigatórias, como escola, atenção à saúde e técnica, salvo em casos de crimes hediondos.

É correto o que se afirma em";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5054;Acerca da postura do Agente de Apoio Socioeducativo em relação ao adolescente, assinale a alternativa incorreta.;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5055;Com base no ECA, assinale a alternativa que apresenta uma diretriz da política de atendimento.;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5056;"De acordo com a Lei nº 12.594/2012, sobre a avaliação e o acompanhamento da gestão do atendimento socioeducativo, analise as assertivas abaixo.

I. Disponibilizar informações sobre o atendimento socioeducativo é um dos objetivos do Sistema Nacional de Avaliação e Acompanhamento do Atendimento Socioeducativo.

II. A avaliação será coordenada por uma comissão permanente e realizada por comissões temporárias.

III. A avaliação da gestão terá por objetivo, dentre outros, a articulação interinstitucional e intersetorial das políticas.

IV. É facultado à comissão permanente designar avaliadores que sejam titulares ou servidores dos órgãos gestores avaliados.

É correto o que se afirma em";[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5057;Sobre os programas de atendimento de que trata a Lei nº 12.594/2012, assinale a alternativa correta.;[];2014;CETRO;FUNDAÇÃO CASA ; CETRO - 2014 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo
5058;"Sobre as situações prioritárias do serviço de convivência e fortalecimento de vínculo, considere:

I. Trabalho infantil.

II. Egressos de medidas socioeducativas.

III. Mulheres egressas do sistema prisional.

IV. Crianças e adolescentes em situação de rua.

Podemos afirmar que
";[];2015;Prefeitura;Prefeitura de Betim - MG ; Prefeitura de Betim - MG - 2015 - Prefeitura de Betim - MG - Tradutor e Intérprete de Sinais
5059;"Sobre as situações prioritárias do serviço de convivência e fortalecimento de vínculo, considere: 
I. Trabalho infantil.
II. Egressos de medidas socioeducativas.
III. Mulheres egressas do sistema prisional.
IV. Crianças e adolescentes em situação de rua.

Podemos afirmar que
";[];2015;Prefeitura;Prefeitura de Betim - MG ; Prefeitura de Betim - MG - 2015 - Prefeitura de Betim - MG - Técnico de Informática
5060;Sobre a Lei 8.069/90, assinale a alternativa correta:;[];2015;REIS;Prefeitura de Santana do Jacaré - MG ; REIS & REIS - 2015 - Prefeitura de Santana do Jacaré - MG - Auxiliar de Secretaria
5061;A respeito do acesso à Justiça da Infância e da Juventude e da Competência da referida Justiça, assinale a opção correta.;[];2016;CESPE;TJ-DFT ; CESPE - 2016 - TJ-DFT - Juiz
5062;Para o exercício de suas atribuições, na proteção dos direitos da criança e do adolescente, o membro do conselho tutelar não poderá ingressar e transitar em;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Direito e Legislação
5063;Em relação ao Estatuto da Criança e Adolescente (Lei nº 8.069/90), é correto afirmar que:;[];2015;FGV;TJ-PI ; FGV - 2015 - TJ-PI - Analista Judiciário -Escrivão Judicial
5064;É crime previsto no ECA.;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Atendente de Reintegração Socioeducativo
5065;Em relação aos recursos previstos no ECA, assinale a alternativa correta.;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Atendente de Reintegração Socioeducativo
5066;"Zélia está no fim de sua gravidez e consentiu que a criança fosse colocada em uma família substituta de forma permanente.
Com base nesse caso hipotético e no ECA, é correto afirmar que:";[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Atendente de Reintegração Socioeducativo
5067;Quanto aos direitos da criança e do adolescente, não se inclui no ECA.;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Atendente de Reintegração Socioeducativo
5068;Em relação às medidas socioeducativas previstas no ECA, assinale a alternativa correta.;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Atendente de Reintegração Socioeducativo
5069;"Ana teve seu poder familiar suspenso em relação a seu filho Caio, de doze anos de idade. Caio tem uma tia, irmã de seu pai já falecido.
Com base nessa situação hipotética e no Estatuto da Criança e do Adolescente (ECA), assinale a alternativa correta.";[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Atendente de Reintegração Socioeducativo
5070;Dentre muitos dos direitos e deveres estabelecidos no Estatuto da Criança e do adolescente o artigo 60 da referida lei institui que: ;[];2015;EXATUS-PR;Prefeitura de Nova Friburgo - RJ ; EXATUS-PR - 2015 - Prefeitura de Nova Friburgo - RJ - Auxiliar de Creche
5071;Em relação ao procedimento previsto no ECA referente à apuração de ato infracional atribuído a adolescente, assinale a alternativa correta.;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Técnico Socioeducativo - Administrativo 
5072;"Fábio, que tem onze anos de idade, foi surpreendido praticando ato infracional correspondente ao crime de furto.
Considerando-se essa situação hipotética e o que dispõe o ECA, poderá ser aplicada a Fábio a medida de";[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Técnico Socioeducativo - Administrativo 
5073;Em relação ao que dispõe o Estatuto da Criança e do Adolescente (ECA) quanto à família substituta, assinale a alternativa correta.;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Técnico Socioeducativo - Administrativo 
5074;De acordo com o ECA, é infração administrativa ;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Administração 
5075;As medidas de proteção à criança e ao adolescente são aplicáveis sempre que os direitos reconhecidos pelo ECA forem ameaçados ou violados por ação ou omissão da sociedade ou do Estado, por falta, omissão ou abuso dos pais ou do responsável ou em razão da conduta destes. Nesses casos, a competência será da Justiça da Infância e da Juventude, exceto para;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Administração 
5076;Sobre a Justiça da Infância e Juventude é correto afirmar:;[];2015;FCC;TJ-PI ; FCC - 2015 - TJ-PI - Juiz Substituto
5077;Joana comparece na Vara da Infância e Juventude e informa intenção de entregar em adoção bebê que acabou de dar à luz. De acordo com regra expressa no ECA, se;[];2015;FCC;TJ-PI ; FCC - 2015 - TJ-PI - Juiz Substituto
5078;Com base na normativa que regula, no país, as atividades laborativas realizadas por crianças e adolescentes, é correto afirmar:;[];2015;FCC;TJ-PI ; FCC - 2015 - TJ-PI - Juiz Substituto
5079;Com relação ao procedimento de apuração de ato infracional atribuído a adolescentes, conforme previsto no Estatuto da Criança e do Adolescente, é correto afirmar:;[];2015;FCC;TJ-PI ; FCC - 2015 - TJ-PI - Juiz Substituto
5080;À luz da Lei n.º 10.216/2001, que dispõe sobre a proteção e os direitos das crianças e adolescentes portadores de transtornos mentais, assinale a opção correta.;[];2015;CESPE;DPE-RN ; CESPE - 2015 - DPE-RN - Defensor Público Substituto
5081;Em relação a conselho tutelar, assinale a opção correta.;[];2015;CESPE;DPE-RN ; CESPE - 2015 - DPE-RN - Defensor Público Substituto
5082;A partir do que dispõe o ECA a respeito de crimes, assinale a alternativa correta. ;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Artes Plásticas 
5083;Em relação aos prazos previstos no ECA, é correto afirmar que  ;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Artes Plásticas 
5084;Jairo, 15 anos de idade, praticou ato infracional ao subtrair dinheiro de Marta mediante grave ameaça. Considerando-se essa situação hipotética, o fato de ser essa a primeira vez que Jairo praticou ato infracional e o fato de Jairo ter sido apreendido em decorrência desse ato, é correto afirmar que ;[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Artes Plásticas 
5085;"Júlia, que estava gestante de sua filha Beatriz e era acompanhada, no Sistema Único de Saúde, pelo Dr. Jorge, deu a luz à Beatriz, que nasceu com anormalidades no metabolismo.
Considerando o que dispõe o Estatuto da Criança e do Adolescente (ECA) em relação à situação hipotética apresentada, assinale a alternativa correta.  ";[];2015;FUNIVERSA;Secretaria da Criança - DF ; FUNIVERSA - 2015 - Secretaria da Criança - DF - Especialista Socioeducativo - Artes Plásticas 
5086;Ocorrendo a prática de ato infracional, análogo ao delito do artigo 28 da Lei de Drogas, e concluindo o juiz pela aplicação de medida socioeducativa.;[];2015;FCC;TJ-SE ; FCC - 2015 - TJ-SE - Juiz Substituto
5087;Sobre o procedimento de suspensão e/ou perda do poder familiar, é correto afirmar:;[];2015;FCC;TJ-SE ; FCC - 2015 - TJ-SE - Juiz Substituto
5088;A medida socioeducativa de prestação de serviços à comunidade, aplicada a adolescente autor de ato infracional,;[];2015;FCC;TJ-SE ; FCC - 2015 - TJ-SE - Juiz Substituto
5089;Trata-se de exemplo de linha de ação da política de atendimento na área da infância e juventude:;[];2015;FCC;TJ-SE ; FCC - 2015 - TJ-SE - Juiz Substituto
5090;A fim de garantir a proteção integral à criança e ao adolescente, o Estatuto da Criança e do Adolescente (ECA) cria o Conselho Tutelar, ao qual compete:;[];2015;FGV;TJ-RO ; FGV - 2015 - TJ-RO - Assistente Social
5091;"Julgue os itens a seguir:

I. Estabelecimentos que exploram comercialmente bilhar não podem admitir a entrada ou permanência de crianças, mesmo se estas estiverem acompanhadas pelos pais ou responsáveis.

II. O Distrito Federal conta com 31 Regiões Administrativas, sendo facultado a cada Administrador Regional criar e implementar até dois Conselhos Tutelares em sua respectiva região.

III. Divulgações de peças teatrais, filmes ou quaisquer representações ou espetáculos pelas vias eletrônicas ou de SMS não estão dispensadas de indicar os limites de idade recomendados.

IV. A gestão de recursos destinados ao Fundo dos Direitos da Criança e do Adolescente do Distrito Federal é atribuição da atual Secretaria de Desenvolvimento Humano e Social, a quem incumbe definir a política de captação, administração e aplicação dos seus recursos financeiros.

V. A alocação de recursos financeiros angariados pelo Fundo dos Direitos da Criança e do Adolescente do Distrito Federal está sujeita a procedimento público de seleção de projetos cujos proponentes, acaso tenham aprovadas suas propostas, estarão dispensados de prestação de contas se contemplados com até R$3.000,00 (três mil reais).

Estão INCORRETOS os itens:  
";[];2015;MPDFT;MPDFT ; MPDFT - 2015 - MPDFT - Promotor de Justiça Adjunto
5092;Sobre a atuação dos Conselhos Tutelares e do Conselho dos Direitos da Criança e do Adolescente, escolha a opção CORRETA:;[];2015;MPDFT;MPDFT ; MPDFT - 2015 - MPDFT - Promotor de Justiça Adjunto
5093;Quanto aos direitos fundamentais de crianças e adolescentes, assinale a opção CORRETA:;[];2015;MPDFT;MPDFT ; MPDFT - 2015 - MPDFT - Promotor de Justiça Adjunto
5094;Em relação ao direito à profissionalização e à proteção no trabalho da criança e do adolescente, área de proteção de grande interesse para o conhecimento dos educadores, o ECA estabelece, entre outras determinações, que;[];2015;VUNESP;Prefeitura de Suzano - SP ; VUNESP - 2015 - Prefeitura de Suzano - SP - Professor de Educação Básica - 30 horas
5095;"As afirmativas são, respectivamente,
";[];2015;FGV;Prefeitura de Cuiabá - MT ; FGV - 2015 - Prefeitura de Cuiabá - MT - Profissional de Nível Superior - Pedagogo
5096;Assinale:;[];2015;FGV;Prefeitura de Cuiabá - MT ; FGV - 2015 - Prefeitura de Cuiabá - MT - Profissional de Nível Superior - Pedagogo
5097;Acerca do Estatuto da Criança e do Adolescente - ECA (Lei n° 8.069/1990), é correto afirmar que:;[];2015;FUNCAB;PC-AC ; FUNCAB - 2015 - PC-AC - Perito Criminal
5098;Quando, para a proteção da integridade física e psicológica da criança e do adolescente, for detectada a necessidade do afastamento da família de origem, estes deverão ser atendidos em serviços que ofereçam cuidados e condições favoráveis ao seu desenvolvimento saudável. Há um programa que se caracteriza como um serviço que organiza o acolhimento, na residência de outras famílias, de crianças e adolescentes afastados da família de origem mediante medida protetiva e representa uma modalidade de atendimento que visa oferecer proteção integral às crianças e aos adolescentes até que seja possível a reintegração familiar. Assinale a alternativa que descreve corretamente o programa de auxílio e proteção à família que reúne as características descritas no contexto anterior.;[];2015;IDECAN;Prefeitura de Rio Novo do Sul - ES ; IDECAN - 2015 - Prefeitura de Rio Novo do Sul - ES - Assistente de Cuidador
5099;O art. 243 da Lei nº 8.069/1990, alterado pela lei nº 13.106, de 17/03/2015, diz que vender, fornecer, servir, ministrar ou entregar, ainda que gratuitamente, de qualquer forma, a criança ou a adolescente bebida alcoólica ou, sem justa causa, outros produtos cujos componentes possam causar dependência física ou psíquica implica;[];2015;CEPS-UFPA;UFPA ; CEPS-UFPA - 2015 - UFPA - Assistente de Aluno
5100;"De acordo com o disposto no Estatuto da Criança e do Adolescente (ECA), julgue o item subsequente.

O dirigente de entidade que desenvolve programa de acolhimento institucional é equiparado, para todos os efeitos de direito, ao guardião, de modo que deve remeter anualmente à autoridade judiciária relatório detalhado acerca do desenvolvimento de cada criança ou adolescente acolhido.


";[];2015;CESPE;MPOG ; CESPE - 2015 - MPOG - Assistente Social - Cargo 16
5101;"De acordo com o disposto no Estatuto da Criança e do Adolescente (ECA), julgue o item subsequente.

As entidades de atendimento a crianças e adolescentes são responsáveis pelo planejamento e execução de programas de proteção e socioeducativos, tais como orientação e apoio sociofamiliar, acolhimento institucional, liberdade assistida, prestação de serviços à comunidade, semiliberdade, abrigo e internação.


";[];2015;CESPE;MPOG ; CESPE - 2015 - MPOG - Assistente Social - Cargo 16
